task,feature_set,model,n_train,n_val,n_test,validation_threshold,validation_net_bps,validation_n_trades,validation_objective,auroc,auprc,f1,balanced_accuracy,brier_score,net_bps_captured,hit_rate_above_cost,false_positive_cost,n_trades,final_pnl_usd,max_drawdown_usd,sharpe_ratio
basis_usdc_5m_gt25bps,price_only,no_trade,9882,11218,13257,0.5,,0,total_pnl_min25trades,0.5,0.077996530135023,0.0,0.5,0.077996530135023,nan,nan,nan,0,0.0,0.0,nan
basis_usdc_5m_gt25bps,price_only,price_threshold_10bps,9882,11218,13257,0.05,-88.83,1273,total_pnl_min25trades,0.9228046310891522,0.45338581755793694,0.6345646437994723,0.9228046310891522,0.08357848683714264,-269.90176498530025,0.05805805805805806,-294.25857143220554,1998,-2696318.6322031473,2696318.6322031473,-158.92764895376615
basis_usdc_5m_gt25bps,price_only,price_threshold_25bps,9882,11218,13257,0.05,54.77,111,total_pnl_min25trades,0.9430377949045233,0.812391487121517,0.896752302472128,0.9430377949045233,0.016066983480425436,-347.7714814300641,0.05150631681243926,-371.1776984822286,1029,-1789284.2719576808,1789284.2719576808,-123.49015905385045
basis_usdc_5m_gt25bps,price_only,gross_arb_threshold,9882,11218,13257,0.05,34.83,121,total_pnl_min25trades,0.48392204916659165,0.07717163079045916,0.02066869300911854,0.4839220491665916,0.12152070604209098,-136.04315951678453,0.03927986906710311,-150.5154512751149,611,-415611.8523237767,415611.8523237767,-91.64442989408329
basis_usdc_5m_gt25bps,price_only,lasso,9882,11218,13257,0.5,,0,total_pnl_min25trades,0.5,0.077996530135023,0.0,0.5,0.077996530135023,nan,nan,nan,0,0.0,0.0,nan
basis_usdc_5m_gt25bps,price_only,xgb,9882,11218,13257,0.5,,0,total_pnl_min25trades,0.5,0.077996530135023,0.0,0.5,0.0779963806271553,nan,nan,nan,0,0.0,0.0,nan
basis_usdc_5m_gt25bps,price_only,lgbm,9882,11218,13257,0.5,,0,total_pnl_min25trades,0.5,0.077996530135023,0.0,0.5,0.07799653013502285,nan,nan,nan,0,0.0,0.0,nan
basis_usdc_5m_gt25bps,price_only,oracle,9882,11218,13257,0.5,,0,total_pnl_min25trades,0.51067449655349,0.0807996094309855,0.06666666666666667,0.51067449655349,0.09504412763068568,161.72755272090245,1.0,nan,316,255529.53329902564,0.0,85.62063576930566
basis_usdc_5m_gt25bps,price_plus_book,no_trade,9882,11218,13257,0.5,,0,total_pnl_min25trades,0.5,0.077996530135023,0.0,0.5,0.077996530135023,nan,nan,nan,0,0.0,0.0,nan
basis_usdc_5m_gt25bps,price_plus_book,price_threshold_10bps,9882,11218,13257,0.05,-88.83,1273,total_pnl_min25trades,0.9228046310891522,0.45338581755793694,0.6345646437994723,0.9228046310891522,0.08357848683714264,-269.90176498530025,0.05805805805805806,-294.25857143220554,1998,-2696318.6322031473,2696318.6322031473,-158.92764895376615
basis_usdc_5m_gt25bps,price_plus_book,price_threshold_25bps,9882,11218,13257,0.05,54.77,111,total_pnl_min25trades,0.9430377949045233,0.812391487121517,0.896752302472128,0.9430377949045233,0.016066983480425436,-347.7714814300641,0.05150631681243926,-371.1776984822286,1029,-1789284.2719576808,1789284.2719576808,-123.49015905385045
basis_usdc_5m_gt25bps,price_plus_book,gross_arb_threshold,9882,11218,13257,0.05,34.83,121,total_pnl_min25trades,0.48392204916659165,0.07717163079045916,0.02066869300911854,0.4839220491665916,0.12152070604209098,-136.04315951678453,0.03927986906710311,-150.5154512751149,611,-415611.8523237767,415611.8523237767,-91.64442989408329
basis_usdc_5m_gt25bps,price_plus_book,lasso,9882,11218,13257,0.5,,0,total_pnl_min25trades,0.5,0.077996530135023,0.0,0.5,0.077996530135023,nan,nan,nan,0,0.0,0.0,nan
basis_usdc_5m_gt25bps,price_plus_book,xgb,9882,11218,13257,0.5,,0,total_pnl_min25trades,0.5,0.077996530135023,0.0,0.5,0.0779963806271553,nan,nan,nan,0,0.0,0.0,nan
basis_usdc_5m_gt25bps,price_plus_book,lgbm,9882,11218,13257,0.5,,0,total_pnl_min25trades,0.5,0.077996530135023,0.0,0.5,0.07799653013502285,nan,nan,nan,0,0.0,0.0,nan
basis_usdc_5m_gt25bps,price_plus_book,oracle,9882,11218,13257,0.5,,0,total_pnl_min25trades,0.51067449655349,0.0807996094309855,0.06666666666666667,0.51067449655349,0.09504412763068568,161.72755272090245,1.0,nan,316,255529.53329902564,0.0,85.62063576930566
basis_usdc_5m_gt25bps,price_book_frag,no_trade,9882,11218,13257,0.5,,0,total_pnl_min25trades,0.5,0.077996530135023,0.0,0.5,0.077996530135023,nan,nan,nan,0,0.0,0.0,nan
basis_usdc_5m_gt25bps,price_book_frag,price_threshold_10bps,9882,11218,13257,0.05,-88.83,1273,total_pnl_min25trades,0.9228046310891522,0.45338581755793694,0.6345646437994723,0.9228046310891522,0.08357848683714264,-269.90176498530025,0.05805805805805806,-294.25857143220554,1998,-2696318.6322031473,2696318.6322031473,-158.92764895376615
basis_usdc_5m_gt25bps,price_book_frag,price_threshold_25bps,9882,11218,13257,0.05,54.77,111,total_pnl_min25trades,0.9430377949045233,0.812391487121517,0.896752302472128,0.9430377949045233,0.016066983480425436,-347.7714814300641,0.05150631681243926,-371.1776984822286,1029,-1789284.2719576808,1789284.2719576808,-123.49015905385045
basis_usdc_5m_gt25bps,price_book_frag,gross_arb_threshold,9882,11218,13257,0.05,34.83,121,total_pnl_min25trades,0.48392204916659165,0.07717163079045916,0.02066869300911854,0.4839220491665916,0.12152070604209098,-136.04315951678453,0.03927986906710311,-150.5154512751149,611,-415611.8523237767,415611.8523237767,-91.64442989408329
basis_usdc_5m_gt25bps,price_book_frag,lasso,9882,11218,13257,0.5,,0,total_pnl_min25trades,0.5,0.077996530135023,0.0,0.5,0.077996530135023,nan,nan,nan,0,0.0,0.0,nan
basis_usdc_5m_gt25bps,price_book_frag,xgb,9882,11218,13257,0.5,,0,total_pnl_min25trades,0.5,0.077996530135023,0.0,0.5,0.0779963806271553,nan,nan,nan,0,0.0,0.0,nan
basis_usdc_5m_gt25bps,price_book_frag,lgbm,9882,11218,13257,0.5,,0,total_pnl_min25trades,0.5,0.077996530135023,0.0,0.5,0.07799653013502285,nan,nan,nan,0,0.0,0.0,nan
basis_usdc_5m_gt25bps,price_book_frag,oracle,9882,11218,13257,0.5,,0,total_pnl_min25trades,0.51067449655349,0.0807996094309855,0.06666666666666667,0.51067449655349,0.09504412763068568,161.72755272090245,1.0,nan,316,255529.53329902564,0.0,85.62063576930566
basis_usdc_5m_gt25bps,price_book_settle,no_trade,9882,11218,13257,0.5,,0,total_pnl_min25trades,0.5,0.077996530135023,0.0,0.5,0.077996530135023,nan,nan,nan,0,0.0,0.0,nan
basis_usdc_5m_gt25bps,price_book_settle,price_threshold_10bps,9882,11218,13257,0.05,-88.83,1273,total_pnl_min25trades,0.9228046310891522,0.45338581755793694,0.6345646437994723,0.9228046310891522,0.08357848683714264,-269.90176498530025,0.05805805805805806,-294.25857143220554,1998,-2696318.6322031473,2696318.6322031473,-158.92764895376615
