task,feature_set,model,n_train,n_val,n_test,validation_threshold,validation_net_bps,validation_n_trades,validation_objective,auroc,auprc,f1,balanced_accuracy,brier_score,net_bps_captured,hit_rate_above_cost,false_positive_cost,n_trades,final_pnl_usd,max_drawdown_usd,sharpe_ratio
basis_usdc_5m_gt25bps,price_only,no_trade,17987,11041,13135,0.5,,0,total_pnl_min25trades,0.5,0.07811191473163304,0.0,0.5,0.07811191473163304,nan,nan,nan,0,0.0,0.0,nan
basis_usdc_5m_gt25bps,price_only,price_threshold_10bps,17987,11041,13135,0.05,-88.84,1243,total_pnl_min25trades,0.9233316382044384,0.4578286218019354,0.638767994643455,0.9233316382044383,0.08214693566806243,-268.96046045979506,0.05864354920958695,-293.5795893171117,1961,-2637157.3148082877,2637157.3148082877,-157.94710732992525
basis_usdc_5m_gt25bps,price_only,price_threshold_25bps,17987,11041,13135,0.05,54.77,111,total_pnl_min25trades,0.9453124534664581,0.821010917590727,0.9017114914425428,0.9453124534664581,0.015302626570232203,-347.13732432834166,0.052011776251226695,-370.7510484655274,1019,-1768664.667452902,1768664.667452902,-123.35010108637677
basis_usdc_5m_gt25bps,price_only,gross_arb_threshold,17987,11041,13135,0.05,34.83,121,total_pnl_min25trades,0.48392255562976777,0.07728170954247258,0.020820575627679118,0.48392255562976777,0.12173582032736963,-136.35340964475418,0.039538714991762765,-150.93776859022793,607,-413832.59827182896,413832.59827182896,-91.72518536797571
basis_usdc_5m_gt25bps,price_only,last_value,17987,11041,13135,0.95,-144.14,4031,total_pnl_min25trades,0.3687928782693008,0.056862358791207844,0.06536769327467001,0.4277452515865875,0.40747208500235294,-174.22603739258395,0.006938884440886042,-176.24020078184677,3747,-3264124.810550063,3264124.810550063,-230.92531567001438
basis_usdc_5m_gt25bps,price_only,rolling_mean,17987,11041,13135,0.5,,0,total_pnl_min25trades,0.5,0.07811191473163304,0.0,0.5,0.07811191473163304,nan,nan,nan,0,0.0,0.0,nan
basis_usdc_5m_gt25bps,price_only,ar1,17987,11041,13135,0.5,,0,total_pnl_min25trades,0.623964590962822,0.11023968661721685,0.0,0.5,0.07805115582729036,nan,nan,nan,0,0.0,0.0,nan
basis_usdc_5m_gt25bps,price_only,logistic,17987,11041,13135,0.95,56.01,386,total_pnl_min25trades,0.09276403725291242,0.0436307494189474,0.052097428958051424,0.46101102928451876,0.205144176020134,-278.08989035258213,0.14922279792746113,-357.9399666784176,1930,-2683567.4419024177,2683276.9945724895,-151.20524137605076
basis_usdc_5m_gt25bps,price_only,ridge,17987,11041,13135,0.5,,0,total_pnl_min25trades,0.9608352783850783,0.7770027741975081,0.0,0.5,0.07565586935526336,nan,nan,nan,0,0.0,0.0,nan
basis_usdc_5m_gt25bps,price_only,lasso,17987,11041,13135,0.5,,0,total_pnl_min25trades,0.5,0.07811191473163304,0.0,0.5,0.07810323244802518,nan,nan,nan,0,0.0,0.0,nan
basis_usdc_5m_gt25bps,price_only,lgbm,17987,11041,13135,0.05,-118.69,131,total_pnl_min25trades,0.4329696855254183,0.07768277204137819,0.0030097817908201654,0.48854588688161804,0.10066604320722905,-211.99838639302698,0.0,-211.99838639302698,303,-321177.55538543593,321177.55538543593,-60.9752897793942
basis_usdc_5m_gt25bps,price_only,xgb,17987,11041,13135,0.5,,0,total_pnl_min25trades,0.5,0.07811191473163304,0.0,0.5,0.07810323244802518,nan,nan,nan,0,0.0,0.0,nan
basis_usdc_5m_gt25bps,price_only,rf,17987,11041,13135,0.5,,0,total_pnl_min25trades,0.4359581349847398,0.07609028125120258,0.0,0.5,0.07806458580449226,nan,nan,nan,0,0.0,0.0,nan
basis_usdc_5m_gt25bps,price_only,oracle,17987,11041,13135,0.5,,0,total_pnl_min25trades,0.5107810922135629,0.08095161771959399,0.06711409395973154,0.510781092213563,0.09524172059383328,162.1951129611251,1.0,nan,315,255457.30291377177,0.0,85.99889521504709
basis_usdc_5m_gt25bps,price_plus_book,no_trade,17987,11041,13135,0.5,,0,total_pnl_min25trades,0.5,0.07811191473163304,0.0,0.5,0.07811191473163304,nan,nan,nan,0,0.0,0.0,nan
